well_name,deGFP,K,Mg,combo
A1,2.5,50.0,10.0,WT43
A1,2.5,50.0,10.0,WT43
A1,2.5,50.0,10.0,WT43
A1,2.5,50.0,10.0,WT43
A10,5.0,50.0,5.0,WT45
A10,5.0,50.0,5.0,WT45
A10,5.0,50.0,5.0,WT45
A10,5.0,50.0,5.0,WT45
A11,7.5,25.0,10.0,WT45
A11,7.5,25.0,10.0,WT45
A11,7.5,25.0,10.0,WT45
A11,7.5,25.0,10.0,WT45
A12,10.0,50.0,0.0,WT45
A12,10.0,50.0,0.0,WT45
A12,10.0,50.0,0.0,WT45
A12,10.0,50.0,0.0,WT45
A13,2.5,0.0,5.0,WT45
A13,2.5,0.0,5.0,WT45
A13,2.5,0.0,5.0,WT45
A13,2.5,0.0,5.0,WT45
A14,5.0,25.0,5.0,WT45
A14,5.0,25.0,5.0,WT45
A14,5.0,25.0,5.0,WT45
A14,5.0,25.0,5.0,WT45
A2,5.0,50.0,0.0,WT43
A2,5.0,50.0,0.0,WT43
A2,5.0,50.0,0.0,WT43
A2,5.0,50.0,0.0,WT43
A3,5.0,50.0,5.0,WT43
A3,5.0,50.0,5.0,WT43
A3,5.0,50.0,5.0,WT43
A3,5.0,50.0,5.0,WT43
A4,7.5,25.0,10.0,WT43
A4,7.5,25.0,10.0,WT43
A4,7.5,25.0,10.0,WT43
A4,7.5,25.0,10.0,WT43
A5,10.0,50.0,0.0,WT43
A5,10.0,50.0,0.0,WT43
A5,10.0,50.0,0.0,WT43
A5,10.0,50.0,0.0,WT43
A6,2.5,0.0,5.0,WT43
A6,2.5,0.0,5.0,WT43
A6,2.5,0.0,5.0,WT43
A6,2.5,0.0,5.0,WT43
A7,5.0,25.0,5.0,WT43
A7,5.0,25.0,5.0,WT43
A7,5.0,25.0,5.0,WT43
A7,5.0,25.0,5.0,WT43
A8,2.5,50.0,10.0,WT45
A8,2.5,50.0,10.0,WT45
A8,2.5,50.0,10.0,WT45
A8,2.5,50.0,10.0,WT45
A9,5.0,50.0,0.0,WT45
A9,5.0,50.0,0.0,WT45
A9,5.0,50.0,0.0,WT45
A9,5.0,50.0,0.0,WT45
B1,7.5,50.0,0.0,WT43
B1,7.5,50.0,0.0,WT43
B1,7.5,50.0,0.0,WT43
B1,7.5,50.0,0.0,WT43
B10,2.5,25.0,5.0,WT45
B10,2.5,25.0,5.0,WT45
B10,2.5,25.0,5.0,WT45
B10,2.5,25.0,5.0,WT45
B11,10.0,25.0,10.0,WT45
B11,10.0,25.0,10.0,WT45
B11,10.0,25.0,10.0,WT45
B11,10.0,25.0,10.0,WT45
B12,10.0,50.0,10.0,WT45
B12,10.0,50.0,10.0,WT45
B12,10.0,50.0,10.0,WT45
B12,10.0,50.0,10.0,WT45
B13,2.5,0.0,5.0,WT45
B13,2.5,0.0,5.0,WT45
B13,2.5,0.0,5.0,WT45
B13,2.5,0.0,5.0,WT45
B14,2.5,0.0,0.0,WT45
B14,2.5,0.0,0.0,WT45
B14,2.5,0.0,0.0,WT45
B14,2.5,0.0,0.0,WT45
B2,2.5,25.0,10.0,WT43
B2,2.5,25.0,10.0,WT43
B2,2.5,25.0,10.0,WT43
B2,2.5,25.0,10.0,WT43
B3,2.5,25.0,5.0,WT43
B3,2.5,25.0,5.0,WT43
B3,2.5,25.0,5.0,WT43
B3,2.5,25.0,5.0,WT43
B4,10.0,25.0,10.0,WT43
B4,10.0,25.0,10.0,WT43
B4,10.0,25.0,10.0,WT43
B4,10.0,25.0,10.0,WT43
B5,10.0,50.0,10.0,WT43
B5,10.0,50.0,10.0,WT43
B5,10.0,50.0,10.0,WT43
B5,10.0,50.0,10.0,WT43
B6,2.5,0.0,5.0,WT43
B6,2.5,0.0,5.0,WT43
B6,2.5,0.0,5.0,WT43
B6,2.5,0.0,5.0,WT43
B7,2.5,0.0,0.0,WT43
B7,2.5,0.0,0.0,WT43
B7,2.5,0.0,0.0,WT43
B7,2.5,0.0,0.0,WT43
B8,7.5,50.0,0.0,WT45
B8,7.5,50.0,0.0,WT45
B8,7.5,50.0,0.0,WT45
B8,7.5,50.0,0.0,WT45
B9,2.5,25.0,10.0,WT45
B9,2.5,25.0,10.0,WT45
B9,2.5,25.0,10.0,WT45
B9,2.5,25.0,10.0,WT45
C1,10.0,25.0,10.0,WT43
C1,10.0,25.0,10.0,WT43
C1,10.0,25.0,10.0,WT43
C1,10.0,25.0,10.0,WT43
C10,10.0,50.0,5.0,WT45
C10,10.0,50.0,5.0,WT45
C10,10.0,50.0,5.0,WT45
C10,10.0,50.0,5.0,WT45
C11,7.5,0.0,10.0,WT45
C11,7.5,0.0,10.0,WT45
