well_name,plate,DNA_name,DNA_conc,K,Liposome_name,Liposome_conc,Mg,SecYE,WCE,Supp
B21,1,Glut,5.0,135.0,DOPC,3.0,14.0,1.25,BL62,S22
B22,1,Blank,0.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
B23,1,Blank,0.0,135.0,DMPC,3.0,14.0,0.0,BL62,S22
B3,1,Neu,5.0,85.0,DMPC,3.0,14.0,1.25,BL62,S22
B4,1,Glut,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
B5,1,Blank,0.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
B6,1,Glut,5.0,85.0,DPPC,3.0,14.0,0.0,BL62,S22
B7,1,Blank,0.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
B8,1,CD47,5.0,85.0,DPPC,3.0,8.0,1.25,BL62,S22
B9,1,Neu,5.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
C1,1,Glut,5.0,135.0,DPPC,3.0,14.0,1.25,BL62,S22
C10,1,Glut,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
C11,1,Neu,5.0,135.0,DPPC,3.0,8.0,0.0,BL62,S22
C12,1,Glut,5.0,135.0,no_lipo,0.0,14.0,1.25,BL62,S22
C13,1,CD47,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
C14,1,Glut,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
C15,1,CD47,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
C16,1,CD47,5.0,135.0,DPPC,3.0,20.0,1.25,BL62,S22
C17,1,Glut,5.0,85.0,DPPC,3.0,14.0,0.0,BL62,S22
C18,1,Neu,5.0,85.0,no_lipo,0.0,14.0,0.0,BL62,S22
C19,1,CD47,5.0,85.0,DPPC,3.0,20.0,1.25,BL62,S22
C2,1,Neu,5.0,135.0,DPPC,3.0,14.0,1.25,BL62,S22
C20,1,CD47,5.0,85.0,DPPC,3.0,8.0,1.25,BL62,S22
C21,1,CD47,5.0,85.0,DPPC,3.0,20.0,0.0,BL62,S22
C22,1,CD47,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
C23,1,Glut,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
C3,1,Glut,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
C4,1,Blank,0.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
C5,1,B2AR,5.0,135.0,DOPC,3.0,14.0,1.25,BL62,S22
C6,1,B2AR,5.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
C7,1,B2AR,5.0,85.0,no_lipo,0.0,14.0,0.0,BL62,S22
C8,1,CD47,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
C9,1,Neu,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
D1,1,Blank,0.0,85.0,no_lipo,0.0,14.0,1.25,BL62,S22
D10,1,CD47,5.0,85.0,DMPC,3.0,20.0,0.0,BL62,S22
D11,1,B2AR,5.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
D12,1,Glut,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
D13,1,Blank,0.0,85.0,DPPC,3.0,14.0,0.0,BL62,S22
D14,1,Glut,5.0,85.0,DPPC,3.0,8.0,1.25,BL62,S22
D15,1,Blank,0.0,135.0,DMPC,3.0,14.0,0.0,BL62,S22
D16,1,Blank,0.0,135.0,DMPC,3.0,14.0,0.0,BL62,S22
D17,1,Blank,0.0,85.0,DPPC,3.0,8.0,1.25,BL62,S22
D18,1,CD47,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
D19,1,Neu,5.0,135.0,DOPC,3.0,14.0,0.0,BL62,S22
D2,1,B2AR,5.0,135.0,DPPC,3.0,8.0,0.0,BL62,S22
D20,1,Neu,5.0,85.0,DMPC,3.0,20.0,0.0,BL62,S22
D21,1,CD47,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
D22,1,Neu,5.0,135.0,DPPC,3.0,14.0,1.25,BL62,S22
D23,1,B2AR,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
D3,1,Glut,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
D4,1,Glut,5.0,135.0,DPPC,3.0,20.0,0.0,BL62,S22
D5,1,Neu,5.0,85.0,no_lipo,0.0,20.0,0.0,BL62,S22
D6,1,B2AR,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
D7,1,Neu,5.0,85.0,no_lipo,0.0,14.0,1.25,BL62,S22
D8,1,B2AR,5.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
D9,1,CD47,5.0,135.0,DMPC,3.0,14.0,0.0,BL62,S22
E1,1,B2AR,5.0,135.0,no_lipo,0.0,20.0,1.25,BL62,S22
E10,1,B2AR,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
E11,1,CD47,5.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
E12,1,Glut,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
E13,1,Neu,5.0,85.0,DPPC,3.0,20.0,1.25,BL62,S22
E14,1,CD47,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
E15,1,CD47,5.0,85.0,DMPC,3.0,20.0,0.0,BL62,S22
E16,1,Neu,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
E17,1,B2AR,5.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
E18,1,Neu,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
E19,1,B2AR,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
E2,1,Neu,5.0,85.0,DMPC,3.0,20.0,1.25,BL62,S22
E20,1,Neu,5.0,135.0,DPPC,3.0,20.0,0.0,BL62,S22
E21,1,Blank,0.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
E22,1,B2AR,5.0,85.0,DMPC,3.0,20.0,0.0,BL62,S22
E23,1,Neu,5.0,85.0,DMPC,3.0,14.0,1.25,BL62,S22
E3,1,B2AR,5.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
E4,1,Blank,0.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
E5,1,B2AR,5.0,135.0,no_lipo,0.0,14.0,1.25,BL62,S22
E6,1,CD47,5.0,85.0,DMPC,3.0,20.0,1.25,BL62,S22
E7,1,Glut,5.0,135.0,DPPC,3.0,20.0,0.0,BL62,S22
E8,1,Neu,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
E9,1,Neu,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
F1,1,Blank,0.0,135.0,DPPC,3.0,14.0,0.0,BL62,S22
F10,1,Blank,0.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
F11,1,Neu,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
F12,1,CD47,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
F13,1,CD47,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
F14,1,Glut,5.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
F15,1,CD47,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
F16,1,B2AR,5.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
F17,1,B2AR,5.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
F18,1,Glut,5.0,135.0,DOPC,3.0,14.0,0.0,BL62,S22
F19,1,B2AR,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
F2,1,Blank,0.0,85.0,DPPC,3.0,20.0,0.0,BL62,S22
F20,1,B2AR,5.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
F21,1,B2AR,5.0,85.0,DOPC,3.0,14.0,0.0,BL62,S22
F22,1,Neu,5.0,85.0,DOPC,3.0,14.0,0.0,BL62,S22
F23,1,B2AR,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
F3,1,CD47,5.0,135.0,DPPC,3.0,14.0,1.25,BL62,S22
F4,1,CD47,5.0,135.0,DOPC,3.0,14.0,0.0,BL62,S22
F5,1,B2AR,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
F6,1,Glut,5.0,85.0,DOPC,3.0,14.0,1.25,BL62,S22
F7,1,Neu,5.0,135.0,DPPC,3.0,14.0,0.0,BL62,S22
F8,1,Neu,5.0,85.0,DPPC,3.0,20.0,0.0,BL62,S22
F9,1,Neu,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
G1,1,Neu,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
G10,1,B2AR,5.0,85.0,DMPC,3.0,14.0,1.25,BL62,S22
G11,1,Neu,5.0,85.0,DMPC,3.0,14.0,0.0,BL62,S22
G12,1,Neu,5.0,85.0,DOPC,3.0,14.0,1.25,BL62,S22
G13,1,CD47,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
G14,1,Glut,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
G15,1,Glut,5.0,85.0,DPPC,3.0,14.0,1.25,BL62,S22
G16,1,Blank,0.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
G17,1,B2AR,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
G18,1,Neu,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
G19,1,Blank,0.0,135.0,no_lipo,0.0,14.0,1.25,BL62,S22
G2,1,Blank,0.0,85.0,DPPC,3.0,8.0,1.25,BL62,S22
G20,1,Blank,0.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
G21,1,Blank,0.0,85.0,no_lipo,0.0,14.0,1.25,BL62,S22
G22,1,Glut,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
G23,1,Neu,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
G3,1,B2AR,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
G4,1,Neu,5.0,85.0,no_lipo,0.0,20.0,0.0,BL62,S22
G5,1,CD47,5.0,85.0,DPPC,3.0,20.0,0.0,BL62,S22
G6,1,Glut,5.0,135.0,no_lipo,0.0,14.0,1.25,BL62,S22
G7,1,B2AR,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
G8,1,Blank,0.0,135.0,no_lipo,0.0,20.0,1.25,BL62,S22
G9,1,Blank,0.0,85.0,DOPC,3.0,14.0,1.25,BL62,S22
H1,1,Neu,5.0,85.0,DOPC,3.0,20.0,1.25,BL62,S22
H10,1,B2AR,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
H11,1,Neu,5.0,135.0,DPPC,3.0,20.0,0.0,BL62,S22
H12,1,B2AR,5.0,85.0,DPPC,3.0,20.0,0.0,BL62,S22
H13,1,Blank,0.0,135.0,DPPC,3.0,8.0,1.25,BL62,S22
H14,1,Neu,5.0,85.0,DMPC,3.0,14.0,0.0,BL62,S22
H15,1,Neu,5.0,135.0,DPPC,3.0,8.0,1.25,BL62,S22
H16,1,Neu,5.0,85.0,DOPC,3.0,20.0,0.0,BL62,S22
H17,1,Glut,5.0,85.0,DPPC,3.0,14.0,1.25,BL62,S22
H18,1,Blank,0.0,135.0,DOPC,3.0,14.0,1.25,BL62,S22
H19,1,Neu,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
H2,1,B2AR,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
H20,1,Blank,0.0,85.0,DMPC,3.0,14.0,0.0,BL62,S22
H21,1,CD47,5.0,135.0,no_lipo,0.0,14.0,1.25,BL62,S22
H22,1,B2AR,5.0,135.0,DPPC,3.0,14.0,0.0,BL62,S22
H23,1,B2AR,5.0,135.0,DPPC,3.0,8.0,1.25,BL62,S22
H3,1,Neu,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
H4,1,Glut,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
H5,1,Neu,5.0,135.0,DPPC,3.0,8.0,1.25,BL62,S22
H6,1,Neu,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
H7,1,Blank,0.0,85.0,DOPC,3.0,20.0,1.25,BL62,S22
H8,1,Neu,5.0,85.0,DOPC,3.0,14.0,1.25,BL62,S22
H9,1,Glut,5.0,85.0,DMPC,3.0,14.0,0.0,BL62,S22
I1,1,B2AR,5.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
I10,1,B2AR,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
I11,1,Blank,0.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
I12,1,Glut,5.0,135.0,DPPC,3.0,8.0,0.0,BL62,S22
I13,1,Glut,5.0,135.0,DPPC,3.0,8.0,0.0,BL62,S22
I14,1,CD47,5.0,135.0,DPPC,3.0,8.0,0.0,BL62,S22
I15,1,Neu,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
I16,1,B2AR,5.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
I17,1,Blank,0.0,135.0,DOPC,3.0,14.0,1.25,BL62,S22
I18,1,Blank,0.0,135.0,DMPC,3.0,14.0,1.25,BL62,S22
I19,1,B2AR,5.0,85.0,DMPC,3.0,14.0,0.0,BL62,S22
I2,1,Blank,0.0,135.0,DPPC,3.0,14.0,1.25,BL62,S22
I20,1,Blank,0.0,85.0,DPPC,3.0,20.0,1.25,BL62,S22
I21,1,CD47,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
I22,1,B2AR,5.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
I3,1,CD47,5.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
I4,1,B2AR,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
I5,1,Glut,5.0,85.0,DPPC,3.0,14.0,0.0,BL62,S22
I6,1,Glut,5.0,135.0,no_lipo,0.0,14.0,0.0,BL62,S22
I7,1,CD47,5.0,135.0,DMPC,3.0,14.0,1.25,BL62,S22
I8,1,B2AR,5.0,135.0,no_lipo,0.0,14.0,1.25,BL62,S22
I9,1,Blank,0.0,135.0,DPPC,3.0,20.0,0.0,BL62,S22
J1,1,Neu,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
J10,1,Blank,0.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
J11,1,Blank,0.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
J12,1,CD47,5.0,135.0,DPPC,3.0,8.0,0.0,BL62,S22
J13,1,Glut,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
J14,1,Blank,0.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
J15,1,B2AR,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
J16,1,Glut,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
J17,1,B2AR,5.0,85.0,DOPC,3.0,20.0,0.0,BL62,S22
J18,1,Neu,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
J19,1,Glut,5.0,85.0,DPPC,3.0,20.0,1.25,BL62,S22
J2,1,Neu,5.0,85.0,DPPC,3.0,14.0,1.25,BL62,S22
J20,1,CD47,5.0,85.0,no_lipo,0.0,14.0,0.0,BL62,S22
J21,1,Glut,5.0,135.0,DPPC,3.0,14.0,0.0,BL62,S22
J22,1,Neu,5.0,85.0,no_lipo,0.0,14.0,0.0,BL62,S22
J3,1,B2AR,5.0,85.0,DOPC,3.0,14.0,0.0,BL62,S22
J4,1,B2AR,5.0,135.0,no_lipo,0.0,14.0,0.0,BL62,S22
J5,1,B2AR,5.0,85.0,DMPC,3.0,14.0,0.0,BL62,S22
J6,1,Neu,5.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
J7,1,Glut,5.0,85.0,DOPC,3.0,20.0,0.0,BL62,S22
J8,1,CD47,5.0,135.0,DPPC,3.0,8.0,1.25,BL62,S22
J9,1,Blank,0.0,135.0,DPPC,3.0,8.0,0.0,BL62,S22
K1,1,Glut,5.0,135.0,DPPC,3.0,14.0,1.25,BL62,S22
K10,1,CD47,5.0,135.0,DOPC,3.0,14.0,0.0,BL62,S22
K11,1,Blank,0.0,85.0,DMPC,3.0,20.0,0.0,BL62,S22
K12,1,B2AR,5.0,85.0,DPPC,3.0,20.0,0.0,BL62,S22
K13,1,B2AR,5.0,135.0,no_lipo,0.0,14.0,1.25,BL62,S22
K14,1,CD47,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
K15,1,B2AR,5.0,135.0,DPPC,3.0,20.0,1.25,BL62,S22
K16,1,Neu,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
K17,1,CD47,5.0,85.0,DPPC,3.0,8.0,0.0,BL62,S22
K18,1,Glut,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
K19,1,Glut,5.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
K2,1,CD47,5.0,135.0,DPPC,3.0,20.0,1.25,BL62,S22
K20,1,Neu,5.0,85.0,DMPC,3.0,14.0,0.0,BL62,S22
K21,1,Glut,5.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
K22,1,Neu,5.0,135.0,DOPC,3.0,14.0,0.0,BL62,S22
K3,1,Glut,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
K4,1,B2AR,5.0,135.0,DOPC,3.0,14.0,1.25,BL62,S22
K5,1,B2AR,5.0,135.0,no_lipo,0.0,14.0,1.25,BL62,S22
K6,1,Neu,5.0,85.0,DOPC,3.0,14.0,1.25,BL62,S22
K7,1,CD47,5.0,135.0,DMPC,3.0,14.0,0.0,BL62,S22
K8,1,Glut,5.0,85.0,DPPC,3.0,20.0,0.0,BL62,S22
K9,1,Blank,0.0,85.0,DMPC,3.0,20.0,1.25,BL62,S22
L1,1,CD47,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
L10,1,Blank,0.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
L11,1,Glut,5.0,135.0,DMPC,3.0,14.0,1.25,BL62,S22
L12,1,CD47,5.0,135.0,DPPC,3.0,8.0,0.0,BL62,S22
L13,1,Neu,5.0,135.0,DMPC,3.0,14.0,0.0,BL62,S22
L14,1,Glut,5.0,85.0,DPPC,3.0,8.0,0.0,BL62,S22
L15,1,Glut,5.0,135.0,DOPC,3.0,14.0,0.0,BL62,S22
L16,1,Neu,5.0,135.0,DPPC,3.0,20.0,1.25,BL62,S22
L17,1,Blank,0.0,135.0,DPPC,3.0,8.0,1.25,BL62,S22
L18,1,Glut,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
L19,1,CD47,5.0,85.0,DOPC,3.0,14.0,0.0,BL62,S22
L2,1,B2AR,5.0,135.0,DPPC,3.0,14.0,1.25,BL62,S22
L20,1,Neu,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
L21,1,Glut,5.0,135.0,DPPC,3.0,14.0,0.0,BL62,S22
L22,1,CD47,5.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
L3,1,B2AR,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
L4,1,CD47,5.0,85.0,DMPC,3.0,20.0,1.25,BL62,S22
L5,1,Neu,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
L6,1,Glut,5.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
L7,1,Blank,0.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
L8,1,Glut,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
L9,1,Neu,5.0,85.0,no_lipo,0.0,14.0,1.25,BL62,S22
M1,1,Glut,5.0,135.0,no_lipo,0.0,14.0,1.25,BL62,S22
M10,1,Glut,5.0,85.0,DOPC,3.0,14.0,1.25,BL62,S22
M11,1,CD47,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
M12,1,Blank,0.0,85.0,DOPC,3.0,14.0,0.0,BL62,S22
M13,1,Glut,5.0,85.0,DPPC,3.0,8.0,0.0,BL62,S22
M14,1,Neu,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
M15,1,Neu,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
M16,1,CD47,5.0,135.0,DPPC,3.0,20.0,0.0,BL62,S22
M17,1,Blank,0.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
M18,1,CD47,5.0,85.0,DPPC,3.0,20.0,1.25,BL62,S22
M19,1,B2AR,5.0,135.0,DPPC,3.0,8.0,1.25,BL62,S22
M2,1,CD47,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
M20,1,Blank,0.0,85.0,DOPC,3.0,14.0,0.0,BL62,S22
M21,1,CD47,5.0,85.0,DOPC,3.0,14.0,1.25,BL62,S22
M22,1,CD47,5.0,85.0,DMPC,3.0,14.0,1.25,BL62,S22
M3,1,CD47,5.0,85.0,DOPC,3.0,20.0,1.25,BL62,S22
M4,1,CD47,5.0,85.0,DMPC,3.0,20.0,0.0,BL62,S22
M5,1,B2AR,5.0,85.0,DPPC,3.0,20.0,0.0,BL62,S22
M6,1,Neu,5.0,135.0,no_lipo,0.0,20.0,1.25,BL62,S22
M7,1,CD47,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
M8,1,B2AR,5.0,135.0,no_lipo,0.0,20.0,1.25,BL62,S22
M9,1,CD47,5.0,85.0,DPPC,3.0,14.0,1.25,BL62,S22
N1,1,Neu,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
N10,1,Blank,0.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
N11,1,Neu,5.0,85.0,DOPC,3.0,20.0,1.25,BL62,S22
N12,1,B2AR,5.0,85.0,no_lipo,0.0,20.0,0.0,BL62,S22
N13,1,Neu,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
N14,1,CD47,5.0,85.0,DMPC,3.0,20.0,1.25,BL62,S22
N15,1,B2AR,5.0,85.0,DMPC,3.0,20.0,0.0,BL62,S22
N16,1,B2AR,5.0,135.0,DPPC,3.0,14.0,1.25,BL62,S22
N17,1,Glut,5.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
N18,1,Blank,0.0,85.0,DPPC,3.0,8.0,0.0,BL62,S22
N19,1,Blank,0.0,85.0,DPPC,3.0,14.0,1.25,BL62,S22
N2,1,B2AR,5.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
N20,1,Glut,5.0,135.0,DPPC,3.0,8.0,1.25,BL62,S22
N21,1,Neu,5.0,85.0,no_lipo,0.0,20.0,0.0,BL62,S22
N22,1,CD47,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
N3,1,Blank,0.0,135.0,no_lipo,0.0,14.0,1.25,BL62,S22
N4,1,Neu,5.0,85.0,DPPC,3.0,20.0,1.25,BL62,S22
N5,1,Blank,0.0,135.0,DMPC,3.0,14.0,1.25,BL62,S22
N6,1,B2AR,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
N7,1,Blank,0.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
N8,1,Glut,5.0,85.0,DPPC,3.0,14.0,1.25,BL62,S22
N9,1,B2AR,5.0,135.0,DPPC,3.0,14.0,0.0,BL62,S22
O1,1,B2AR,5.0,135.0,no_lipo,0.0,14.0,1.25,BL62,S22
O10,1,Blank,0.0,85.0,no_lipo,0.0,14.0,1.25,BL62,S22
O11,1,B2AR,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
O12,1,Blank,0.0,85.0,DOPC,3.0,20.0,0.0,BL62,S22
O13,1,CD47,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
O14,1,Neu,5.0,135.0,DPPC,3.0,20.0,1.25,BL62,S22
O15,1,Glut,5.0,135.0,DPPC,3.0,8.0,0.0,BL62,S22
O16,1,Glut,5.0,135.0,DMPC,3.0,14.0,1.25,BL62,S22
O17,1,B2AR,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
O18,1,CD47,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
O19,1,Neu,5.0,135.0,DOPC,3.0,14.0,0.0,BL62,S22
O2,1,Neu,5.0,135.0,DMPC,3.0,14.0,1.25,BL62,S22
O20,1,Neu,5.0,135.0,DPPC,3.0,20.0,1.25,BL62,S22
O21,1,Glut,5.0,135.0,DOPC,3.0,14.0,1.25,BL62,S22
O22,1,B2AR,5.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
O3,1,Glut,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
O4,1,Glut,5.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
O5,1,B2AR,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
O6,1,B2AR,5.0,85.0,DPPC,3.0,8.0,1.25,BL62,S22
